Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Mileage_Per_Year
4927,Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,First,20.5,1598.0,103.5,5.0,3.65,1,0,0,0,1,11,1.8636363636363635
4928,Maruti Swift Dzire VDI,Jaipur,2015,58000,First,23.4,1248.0,74.0,5.0,5.25,1,0,0,0,1,9,2.5999999999999996
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,First,15.8,1591.0,121.3,5.0,9.7,0,0,1,0,1,8,1.975
4930,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,First,24.0,1120.0,70.0,5.0,5.21,1,0,0,0,1,7,3.4285714285714284
4931,Mahindra TUV 300 T8,Pune,2016,67000,First,18.49,1493.0,100.0,7.0,6.3,1,0,0,0,1,8,2.31125
4932,Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,First,24.0,1120.0,70.0,5.0,4.72,1,0,0,0,1,10,2.4
4933,BMW X5 xDrive 30d,Chennai,2011,55000,Second,11.7,2993.0,245.0,5.0,28.0,1,0,0,1,0,13,0.8999999999999999
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,First,28.4,1248.0,73.75,5.0,8.37,1,0,0,1,0,6,4.733333333333333
4935,Toyota Fortuner 4x4 MT,Delhi,2012,68350,First,12.55,2982.0,168.5,7.0,14.0,1,0,0,0,1,12,1.0458333333333334
4936,Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,First,17.68,1968.0,174.33,5.0,36.0,1,0,0,1,0,9,1.9644444444444444
4937,Honda Jazz 1.5 V i DTEC,Pune,2015,97000,First,27.3,1498.0,98.6,5.0,6.4,1,0,0,0,1,9,3.033333333333333
4938,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,First,11.33,4134.0,335.2,7.0,51.69,1,0,0,1,0,9,1.258888888888889
4939,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,First,12.05,2179.0,120.0,7.0,8.0,1,0,0,0,1,10,1.205
4940,Chevrolet Cruze LTZ,Hyderabad,2012,62005,First,18.3,1991.0,147.9,5.0,9.8,1,0,0,0,1,12,1.5250000000000001
4941,Chevrolet Beat Diesel LT,Hyderabad,2012,61250,First,25.44,936.0,57.6,5.0,2.7,1,0,0,0,1,12,2.12
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,First,18.25,1968.0,187.74,5.0,24.37,1,0,0,1,0,10,1.825
4943,Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,First,14.3,1598.0,103.52,5.0,9.72,0,0,1,1,0,6,2.3833333333333333
4944,Maruti Swift Dzire VDI,Pune,2014,197000,First,23.4,1248.0,74.0,5.0,5.0,1,0,0,0,1,10,2.34
4945,Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Second,11.5,2982.0,171.0,7.0,10.5,1,0,0,0,1,15,0.7666666666666667
4946,Maruti Swift VDI,Jaipur,2012,160000,Second,22.9,1248.0,74.0,5.0,3.9,1,0,0,0,1,12,1.9083333333333332
4947,Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,First,17.0,1497.0,118.0,5.0,5.65,0,0,1,0,1,12,1.4166666666666667
4948,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,First,15.26,2143.0,203.2,5.0,29.95,1,0,0,1,0,12,1.2716666666666667
4949,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Second,17.8,1248.0,75.0,5.0,3.0,1,0,0,0,1,16,1.1125
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,First,26.1,1498.0,99.0,5.0,6.0,1,0,0,0,1,7,3.7285714285714286
4951,Hyundai i10 Sportz,Mumbai,2009,48000,First,20.36,1197.0,78.9,5.0,2.11,0,0,1,0,1,15,1.3573333333333333
4952,Fiat Punto 1.4 Emotion,Kolkata,2010,47000,First,14.6,1197.0,74.0,5.286452057152694,1.49,0,0,1,0,1,14,1.042857142857143
4953,Maruti Alto LXi,Jaipur,2011,100000,First,19.7,796.0,46.3,5.0,1.5,0,0,1,0,1,13,1.5153846153846153
4955,Maruti Swift VXI BSIV,Bangalore,2006,80010,Second,20.4,1197.0,81.8,5.0,2.85,0,0,1,0,1,18,1.1333333333333333
4956,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,First,19.27,2143.0,170.0,5.0,33.64,1,0,0,1,0,7,2.7528571428571427
4957,Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Second,17.88,1396.0,52.8,5.0,0.91,1,0,0,0,1,13,1.3753846153846152
4958,Maruti Alto 800 VXI,Jaipur,2014,45700,Second,22.74,796.0,47.3,5.0,2.42,0,0,1,0,1,10,2.274
4959,Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,First,9.3,2771.0,193.1,5.0,3.25,0,0,1,1,0,19,0.48947368421052634
4960,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,First,16.47,1198.0,73.9,5.0,2.8,0,0,1,0,1,11,1.497272727272727
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,First,22.0,1197.0,81.8,5.0,8.3,0,0,1,1,0,5,4.4
4962,Mahindra Scorpio VLX,Bangalore,2010,144400,Third,12.05,2179.0,120.0,8.0,5.25,1,0,0,0,1,14,0.8607142857142858
4963,Maruti Swift Vdi BSIII,Jaipur,2010,152000,First,17.8,1248.0,75.0,5.0,2.9,1,0,0,0,1,14,1.2714285714285716
4964,BMW 3 Series 320d Prestige,Pune,2013,71000,First,18.88,1995.0,184.0,5.0,15.0,1,0,0,1,0,11,1.7163636363636363
4965,Tata Nano STD SE,Jaipur,2012,80000,Second,25.4,624.0,37.5,4.0,0.53,0,0,1,0,1,12,2.1166666666666667
4966,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,First,12.99,2494.0,100.0,8.0,12.5,1,0,0,0,1,10,1.299
4967,Honda Brio S Option MT,Mumbai,2012,25000,First,18.4,1198.0,86.8,5.0,2.75,0,0,1,0,1,12,1.5333333333333332
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,First,23.84,1199.0,83.83,5.0,5.0,0,0,1,1,0,6,3.973333333333333
4969,Mahindra Scorpio SLE BSIV,Kochi,2014,45239,First,12.05,2179.0,120.0,8.0,7.09,1,0,0,0,1,10,1.205
4970,BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,First,16.73,1995.0,218.0,5.0,19.99,1,0,0,1,0,13,1.286923076923077
4971,Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,First,21.43,1364.0,87.2,5.0,10.75,1,0,0,0,1,10,2.143
4972,Honda City i VTEC CVT VX,Mumbai,2016,25000,First,18.0,1497.0,117.3,5.0,9.45,0,0,1,1,0,8,2.25
4973,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,First,22.0,1582.0,126.2,5.0,2.9,1,0,0,0,1,16,1.375
4974,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,First,26.59,1248.0,74.0,5.0,4.7,1,0,0,0,1,9,2.9544444444444444
4975,Maruti Ciaz ZXi,Coimbatore,2016,41810,First,20.73,1373.0,91.1,5.0,7.11,0,0,1,0,1,8,2.59125
4976,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,First,22.7,1498.0,89.84,5.0,6.25,1,0,0,0,1,10,2.27
4977,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,First,20.92,998.0,67.1,5.0,2.2,0,0,1,0,1,13,1.6092307692307695
4978,Honda Amaze V CVT Petrol,Kochi,2019,25717,First,19.0,1199.0,88.76,5.0,8.86,0,0,1,1,0,5,3.8
4979,Mahindra XUV500 W6 2WD,Delhi,2015,37000,First,15.1,2179.0,140.0,7.0,9.3,1,0,0,0,1,9,1.6777777777777778
4980,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,First,18.49,1493.0,100.0,7.0,7.57,1,0,0,0,1,7,2.641428571428571
4981,Honda Jazz VX,Chennai,2017,8000,First,18.2,1199.0,88.7,5.0,7.9,0,0,1,0,1,7,2.6
4982,Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,First,16.1,1298.0,88.2,5.0,5.65,0,0,1,0,1,6,2.6833333333333336
4983,Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,First,16.47,1198.0,73.9,5.0,3.25,0,0,1,0,1,11,1.497272727272727
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,First,20.5,1582.0,126.2,5.0,16.27,1,0,0,0,1,5,4.1
4985,Chevrolet Beat LS,Coimbatore,2011,64831,First,18.6,1199.0,79.4,5.0,3.21,0,0,1,0,1,13,1.4307692307692308
4986,Honda Amaze VX i-DTEC,Kolkata,2013,38001,First,25.8,1498.0,98.6,5.0,3.9,1,0,0,0,1,11,2.3454545454545457
4987,Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,Second,10.0,2496.0,157.7,5.0,6.5,0,0,1,1,0,16,0.625
4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,First,18.59,2993.0,265.0,5.0,48.0,1,0,0,1,0,8,2.32375
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,First,20.38,1968.0,143.0,5.0,18.9,1,0,0,1,0,8,2.5475
4990,Maruti Swift Dzire VDI,Pune,2015,131000,First,26.59,1248.0,74.0,5.0,3.6,1,0,0,0,1,9,2.9544444444444444
4991,Maruti Swift Dzire VDI,Kolkata,2015,43000,First,26.59,1248.0,74.0,5.0,5.5,1,0,0,0,1,9,2.9544444444444444
4992,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Second,12.8,2494.0,102.0,7.0,7.0,1,0,0,0,1,13,0.9846153846153847
4993,BMW X3 xDrive20d,Bangalore,2016,45165,First,16.09,1995.0,184.0,5.0,41.75,1,0,0,1,0,8,2.01125
4994,BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,First,16.73,1995.0,218.0,5.0,10.5,1,0,0,1,0,17,0.9841176470588235
4995,Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,First,15.1,2179.0,140.0,7.0,10.09,1,0,0,0,1,10,1.51
4996,Honda City 1.5 S MT,Delhi,2009,71499,First,17.0,1497.0,118.0,5.0,3.0,0,0,1,0,1,15,1.1333333333333333
4997,Force One LX 4x4,Chennai,2014,50000,First,17.0,2200.0,139.01,7.0,12.0,1,0,0,0,1,10,1.7
4998,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,First,20.14,1498.0,88.0,5.0,4.91,1,0,0,0,1,9,2.2377777777777776
4999,Honda Jazz S,Kolkata,2010,45000,First,16.0,1198.0,90.0,5.0,2.0,0,0,1,0,1,14,1.1428571428571428
5000,Toyota Etios Liva GD SP,Hyderabad,2015,69189,First,23.59,1364.0,67.06,5.0,5.3,1,0,0,0,1,9,2.621111111111111
5001,Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,First,19.01,1461.0,108.5,5.0,7.22,1,0,0,0,1,10,1.9010000000000002
5002,BMW X3 xDrive 20d xLine,Kochi,2017,36723,First,18.56,1995.0,190.0,5.0,32.57,1,0,0,1,0,7,2.6514285714285712
5003,Hyundai i20 1.2 Magna,Mumbai,2010,57500,First,18.5,1197.0,80.0,5.0,2.75,0,0,1,0,1,14,1.3214285714285714
5005,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,First,17.8,1399.0,68.0,5.0,3.75,1,0,0,0,1,13,1.3692307692307693
5006,Honda City 1.5 V AT,Kochi,2014,60952,First,16.8,1497.0,118.0,5.0,5.91,0,0,1,1,0,10,1.6800000000000002
5007,Maruti Swift VDI BSIV,Chennai,2013,87192,First,25.2,1248.0,74.0,5.0,4.35,1,0,0,0,1,11,2.290909090909091
5008,Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,First,24.0,1120.0,70.0,5.0,3.25,1,0,0,0,1,10,2.4
5009,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,First,14.75,2967.0,245.0,7.0,68.0,1,0,0,1,0,7,2.107142857142857
5010,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,First,17.0,1198.0,74.0,5.0,5.5,0,0,1,0,1,8,2.125
5011,Honda City i VTEC CVT VX,Kochi,2018,34696,First,18.0,1497.0,117.3,5.0,12.08,0,0,1,1,0,6,3.0
5012,Maruti Baleno Alpha 1.3,Kochi,2018,42243,First,27.39,1248.0,74.0,5.0,7.48,1,0,0,0,1,6,4.565
5013,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,First,24.0,1120.0,70.0,5.0,5.5,1,0,0,0,1,8,3.0
5014,Maruti Swift Dzire VDi,Jaipur,2011,110000,First,19.3,1248.0,73.9,5.0,3.5,1,0,0,0,1,13,1.4846153846153847
5015,Maruti Swift 1.3 VXi,Delhi,2006,63000,First,16.1,1197.0,74.0,5.286452057152694,1.6,0,0,1,0,1,18,0.8944444444444445
5016,Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,First,0.0,2179.0,115.0,5.0,15.5,1,0,0,1,0,11,0.0
5017,Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,First,11.5,2982.0,171.0,7.0,19.0,1,0,0,0,1,11,1.0454545454545454
5018,Honda Jazz VX Diesel,Hyderabad,2017,17151,First,27.3,1498.0,98.6,5.0,8.4,1,0,0,0,1,7,3.9
5019,Maruti Vitara Brezza LDi Option,Pune,2016,31001,First,24.3,1248.0,88.5,5.0,7.25,1,0,0,0,1,8,3.0375
5020,Maruti Swift Dzire VDI,Kolkata,2014,42109,First,23.4,1248.0,74.0,5.0,4.25,1,0,0,0,1,10,2.34
5021,Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Second,21.66,1498.0,103.52,5.0,5.7,1,0,0,1,0,9,2.4066666666666667
5022,Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Second,0.0,2179.0,115.0,5.0,26.0,1,0,0,1,0,11,0.0
5023,Maruti Alto 800 LXI,Hyderabad,2013,30852,First,22.74,796.0,47.3,5.0,2.49,0,0,1,0,1,11,2.067272727272727
5024,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Second,16.47,1198.0,73.9,5.0,3.0,0,0,1,0,1,13,1.2669230769230768
5025,Honda City i DTEC SV,Delhi,2015,65000,First,26.0,1498.0,98.6,5.0,5.95,1,0,0,0,1,9,2.888888888888889
5026,Maruti Swift Dzire LDI,Delhi,2013,72000,First,23.4,1248.0,74.0,5.0,2.69,1,0,0,0,1,11,2.127272727272727
5027,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,First,17.11,1968.0,174.33,5.0,26.0,1,0,0,1,0,10,1.7109999999999999
5028,Honda City i VTEC VX,Kolkata,2015,32000,First,17.8,1497.0,117.3,5.0,5.5,0,0,1,0,1,9,1.9777777777777779
5029,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,First,18.16,1196.0,86.8,5.0,4.85,0,0,1,0,1,8,2.27
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,First,24.3,1248.0,88.5,5.0,8.39,1,0,0,0,1,6,4.05
5031,Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,First,19.01,1461.0,108.45,5.0,7.99,1,0,0,0,1,9,2.1122222222222224
5032,Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,First,21.19,1396.0,88.73,5.0,6.95,1,0,0,0,1,8,2.64875
5033,Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,First,15.7,1390.0,75.0,5.0,1.5,0,0,1,0,1,14,1.1214285714285714
5034,Honda City ZX GXi,Mumbai,2006,44000,First,17.7,1497.0,78.0,5.0,1.55,0,0,1,0,1,18,0.9833333333333333
5035,Ford Figo Petrol EXI,Bangalore,2010,78400,Second,15.6,1196.0,70.0,5.0,2.75,0,0,1,0,1,14,1.1142857142857143
5036,Renault Duster Petrol RxL,Mumbai,2014,71300,First,13.06,1598.0,102.53,5.0,4.25,0,0,1,0,1,10,1.306
5037,Hyundai i10 Sportz 1.2,Kolkata,2015,18000,First,20.36,1197.0,78.9,5.0,2.85,0,0,1,0,1,9,2.2622222222222224
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,First,12.81,1999.0,148.31,7.0,56.14,1,0,0,1,0,5,2.5620000000000003
5039,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Second,9.74,1984.0,208.0,5.0,10.0,0,0,1,1,0,15,0.6493333333333333
5040,Maruti Versa DX2 BS II,Mumbai,2003,62000,Second,11.3,1298.0,83.1,8.0,1.25,0,0,1,0,1,21,0.5380952380952382
5041,Maruti Swift Dzire ZDI,Kolkata,2017,14000,First,26.59,1248.0,74.0,5.0,7.5,1,0,0,0,1,7,3.7985714285714285
5042,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,First,17.11,1968.0,174.33,5.0,25.81,1,0,0,1,0,9,1.901111111111111
5043,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,First,16.47,1198.0,74.0,5.0,4.3,0,0,1,0,1,10,1.6469999999999998
5044,Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Second,11.5,2982.0,171.0,7.0,11.0,1,0,0,0,1,14,0.8214285714285714
5045,Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Second,11.5,2982.0,171.0,7.0,11.75,1,0,0,0,1,14,0.8214285714285714
5046,Honda Accord 2.4 MT,Coimbatore,2012,94989,First,12.8,2354.0,177.6,5.0,6.58,0,0,1,0,1,12,1.0666666666666667
5047,Maruti Swift ZDi,Chennai,2012,58133,First,22.9,1248.0,74.0,5.0,4.8,1,0,0,0,1,12,1.9083333333333332
5048,Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Second,17.5,1198.0,70.0,5.0,1.65,0,0,1,0,1,16,1.09375
5049,Jeep Compass 2.0 Sport,Kolkata,2017,27000,First,17.1,1956.0,170.0,5.0,15.0,1,0,0,0,1,7,2.442857142857143
5050,Tata Nano Twist XT,Ahmedabad,2014,18050,Second,25.4,624.0,37.5,4.0,1.0,0,0,1,0,1,10,2.54
5051,Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,First,15.3,1596.0,101.0,5.0,1.65,0,0,1,0,1,17,0.9
5052,Maruti Celerio ZDi,Ahmedabad,2015,42000,First,27.62,793.0,47.0,5.0,3.6,1,0,0,0,1,9,3.068888888888889
5053,Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,First,11.5,2982.0,171.0,7.0,11.5,1,0,0,0,1,13,0.8846153846153846
5054,Maruti Celerio ZDi,Ahmedabad,2015,42150,First,27.62,793.0,47.0,5.0,3.6,1,0,0,0,1,9,3.068888888888889
5055,Hyundai EON Era Plus,Pune,2015,30158,First,21.1,814.0,55.2,5.0,3.05,0,0,1,0,1,9,2.3444444444444446
5056,Ford Fiesta Diesel Trend,Bangalore,2011,47000,Second,23.5,1498.0,90.0,5.0,6.0,1,0,0,0,1,13,1.8076923076923077
5057,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,First,16.47,1198.0,74.0,5.0,3.75,0,0,1,0,1,11,1.497272727272727
5058,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,First,16.2,1199.0,74.0,5.0,6.17,0,0,1,0,1,8,2.025
5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,First,24.3,1248.0,88.5,5.0,9.05,1,0,0,0,1,7,3.4714285714285715
5060,Honda Brio S MT,Coimbatore,2013,67559,First,19.4,1198.0,86.8,5.0,4.05,0,0,1,0,1,11,1.7636363636363634
5061,Maruti Swift Dzire VXi,Pune,2013,55000,First,17.5,1298.0,85.8,5.0,4.25,0,0,1,0,1,11,1.5909090909090908
5062,Maruti Celerio LXI MT,Kolkata,2018,30000,First,23.1,998.0,67.04,5.0,3.75,0,0,1,0,1,6,3.85
5063,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,First,13.0,1591.0,121.3,5.0,11.85,0,0,1,1,0,8,1.625
5064,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,First,22.7,1498.0,89.84,5.0,8.24,1,0,0,0,1,8,2.8375
5066,Honda CR-V RVi MT,Jaipur,2008,100009,Second,13.1,1997.0,141.1,5.0,6.5,0,0,1,0,1,16,0.81875
5067,Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,17201,First,12.51,2179.0,187.7,7.0,58.91,1,0,0,1,0,5,2.502
5068,Mahindra XUV500 W8 2WD,Delhi,2014,74345,First,15.1,2179.0,140.0,7.0,8.0,1,0,0,0,1,10,1.51
5069,Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,First,16.47,1198.0,74.0,5.0,4.64,0,0,1,0,1,9,1.8299999999999998
5070,Hyundai i10 Magna AT,Kochi,2010,30566,First,19.2,1197.0,80.0,5.0,3.32,0,0,1,1,0,14,1.3714285714285714
5071,Hyundai i10 Magna 1.2,Chennai,2012,55231,Second,20.36,1197.0,78.9,5.0,2.78,0,0,1,0,1,12,1.6966666666666665
5072,Chevrolet Cruze LTZ AT,Kochi,2016,67774,First,14.81,1998.0,163.7,5.0,8.95,1,0,0,1,0,8,1.85125
5073,Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,First,12.0,1991.0,181.03,5.0,21.95,0,0,1,1,0,11,1.0909090909090908
5074,Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,First,11.7,2359.0,134.0,5.0,7.9,0,0,1,0,1,11,1.0636363636363635
5075,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,First,11.74,1796.0,186.0,5.0,29.0,0,0,1,1,0,17,0.6905882352941176
5076,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,First,22.07,1199.0,73.9,5.0,3.25,1,0,0,0,1,11,2.0063636363636363
5077,Honda City i VTEC SV,Mumbai,2014,10500,First,17.4,1497.0,117.3,5.0,5.9,0,0,1,0,1,10,1.7399999999999998
5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,First,24.3,1248.0,88.5,5.0,9.88,1,0,0,0,1,7,3.4714285714285715
5079,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,First,18.6,1197.0,81.86,5.0,8.78,0,0,1,0,1,5,3.72
5080,Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Second,13.93,2179.0,138.1,7.0,2.75,1,0,0,0,1,13,1.0715384615384616
5081,Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,First,21.64,1461.0,84.8,5.0,5.98,1,0,0,0,1,10,2.164
5082,BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,First,10.9,2497.0,215.0,5.0,31.0,0,0,1,1,0,13,0.8384615384615385
5083,Toyota Corolla 1.8 J,Delhi,2011,67422,Second,14.53,1798.0,138.0,5.0,3.55,0,0,1,0,1,13,1.1176923076923075
5084,Hyundai Verna 1.6 SX,Kochi,2015,60519,First,22.32,1582.0,126.32,5.0,6.24,1,0,0,0,1,9,2.48
5085,Maruti Swift Dzire VDi,Kolkata,2009,34000,First,19.3,1248.0,73.9,5.0,2.19,1,0,0,0,1,15,1.2866666666666666
5086,Maruti Dzire VDI,Hyderabad,2013,68434,First,28.4,1248.0,73.75,5.0,5.5,1,0,0,0,1,11,2.5818181818181816
5087,Maruti Alto K10 VXI,Pune,2014,17000,First,24.07,998.0,67.1,5.0,2.1,0,0,1,0,1,10,2.407
5088,Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,First,10.5,5000.0,503.0,4.0,50.66,0,0,1,1,0,13,0.8076923076923077
5089,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,First,14.84,2143.0,170.0,5.0,14.0,1,0,0,1,0,12,1.2366666666666666
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,First,22.0,1582.0,126.2,5.0,5.5,1,0,0,0,1,11,2.0
5091,Chevrolet Aveo 1.6 LT,Pune,2007,63000,Third,14.2,1598.0,102.0,5.0,1.2,0,0,1,0,1,17,0.8352941176470587
5092,Maruti Swift VXI BSIV,Hyderabad,2014,61922,First,20.4,1197.0,81.8,5.0,5.3,0,0,1,0,1,10,2.04
5093,Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,First,23.9,1582.0,126.2,5.0,6.3,1,0,0,0,1,9,2.6555555555555554
5094,Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,First,17.9,2143.0,168.0,5.0,40.47,1,0,0,1,0,7,2.557142857142857
5095,Toyota Fortuner 4x2 Manual,Delhi,2013,65000,First,13.0,2982.0,168.5,7.0,16.1,1,0,0,0,1,11,1.1818181818181819
5096,Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,First,12.8,1968.0,167.6,5.0,25.0,1,0,0,1,0,10,1.28
5097,BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Second,13.2,1995.0,170.0,5.0,7.95,1,0,0,1,0,16,0.825
5098,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,First,24.7,796.0,47.3,5.0,2.65,0,0,1,0,1,8,3.0875
5099,Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,First,20.92,998.0,67.1,5.0,2.81,0,0,1,0,1,12,1.7433333333333334
5100,Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,First,15.64,1798.0,167.62,5.0,17.5,0,0,1,1,0,12,1.3033333333333335
5101,Maruti Swift VXi BSIV,Mumbai,2012,61000,First,16.1,1197.0,85.0,5.0,3.3,0,0,1,0,1,12,1.3416666666666668
5102,Maruti Wagon R VXI,Kochi,2019,31817,First,22.5,998.0,67.04,5.0,5.34,0,0,1,0,1,5,4.5
5103,Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,First,21.14,1498.0,103.52,5.0,8.5,1,0,0,0,1,8,2.6425
5104,Honda Jazz S,Kochi,2010,82606,Second,16.0,1198.0,90.0,5.0,2.69,0,0,1,0,1,14,1.1428571428571428
5105,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,First,16.0,2179.0,140.0,7.0,11.5,1,0,0,0,1,9,1.7777777777777777
5106,Maruti Ritz VXi,Coimbatore,2011,50318,First,18.5,1197.0,85.8,5.0,4.06,0,0,1,0,1,13,1.4230769230769231
5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,First,17.9,2143.0,201.15,5.0,49.0,1,0,0,1,0,8,2.2375
5108,Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,First,20.5,1598.0,103.5,5.0,4.6,1,0,0,0,1,12,1.7083333333333333
5109,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,First,24.0,1120.0,70.0,5.0,3.96,1,0,0,0,1,9,2.6666666666666665
5110,Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,First,18.6,1197.0,81.86,5.0,5.6,0,0,1,0,1,9,2.066666666666667
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,First,22.95,1248.0,74.0,5.0,3.75,1,0,0,0,1,7,3.2785714285714285
5112,Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,First,22.54,1396.0,88.73,5.0,5.5,1,0,0,0,1,9,2.5044444444444443
5113,Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Second,20.5,1598.0,103.5,5.0,3.0,1,0,0,0,1,12,1.7083333333333333
